session date,observer id,session id,location id,participant id,session start,session end,observer/session/task id,Cosa,Cosa (subcategories),start time,end time,elapsed time,total time,[Con Chi] Paziente,[Con Chi] Parente/badante,[Con Chi] Infermiere,[Con Chi] Medico/consulente,[Con Chi] OSS,[Con Chi] Specializzando,[Con Chi] Tecnico,[Con Chi] Altro,[Come] PC carrello,[Come] PC scrivania,[Come] Documenti,[Come] Telefono,[Come] Altro,Dove,ended by,multi with,num of multitask fragments,num of tasks in multi 1,multi task id 1,multi start 1,multi end 1,num of tasks in multi 2,multi task id 2,multi start 2,multi end 2,total overlapping time,is interrupting task?,interrupted by,num of interrupts,int task id 1,int start 1,int end 1,active 1,active 2,inactive 1,Participant: Age,Participant: Occupation,is session complete?
2018-11-15,34,146,s1,1,10:14:49,10:25:07,34_146_370,Terapia,Lettura prescrizione,10:23:19,10:23:58,00:00:39,00:00:39,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,34_146_371,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:39,"","","","",TRUE
2018-11-15,34,146,s1,1,10:14:49,10:25:07,34_146_371,Terapia,Preparazione farmaco,10:23:58,10:24:13,00:00:15,00:00:15,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,34_146_372,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:15,"","","","",TRUE
2018-11-15,34,146,s1,1,10:14:49,10:25:07,34_146_372,Terapia,Preparazione farmaco,10:24:13,10:24:48,00:00:35,00:00:35,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,34_146_373,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:35,"","","","",TRUE
2018-11-15,34,146,s1,1,10:14:49,10:25:07,34_146_373,Spostamenti,0,10:24:48,10:25:07,00:00:19,00:00:19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,user,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:19,"","","","",TRUE
2018-11-15,33,147,s1,1,09:40:31,09:40:50,33_147_977,Handover,Comunicazione Verbale,09:40:31,09:40:50,00:00:19,00:00:19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,user,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:19,"","","","",TRUE
2018-11-15,33,148,s1,1,09:41:13,09:48:45,33_148_978,CuraIndiretta,Altra documentazione,09:41:13,09:44:40,00:03:27,00:03:27,0,0,0,0,0,0,0,0,1,0,0,0,0,Stanze Servizio,33_148_979,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:03:27,"","","","",TRUE
2018-11-15,33,148,s1,1,09:41:13,09:48:45,33_148_979,CuraIndiretta,Altra documentazione,09:44:40,09:45:47,00:01:07,00:01:07,0,0,0,0,0,0,0,0,1,0,0,0,0,Stanze Servizio,33_148_980,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:01:07,"","","","",TRUE
2018-11-15,33,148,s1,1,09:41:13,09:48:45,33_148_980,Terapia,Allestimento/Riordino/smaltimento,09:45:47,09:46:12,00:00:25,00:00:25,0,0,0,0,0,0,0,0,0,0,0,0,0,Stanze Servizio,33_148_981,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:25,"","","","",TRUE
2018-11-15,33,148,s1,1,09:41:13,09:48:45,33_148_981,Terapia,Preparazione farmaco,09:46:12,09:46:50,00:00:38,00:00:38,0,0,0,0,0,0,0,0,0,0,0,0,0,Stanze Servizio,33_148_982,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:38,"","","","",TRUE
2018-11-15,33,148,s1,1,09:41:13,09:48:45,33_148_982,Terapia,Lettura prescrizione,09:46:50,09:48:45,00:01:55,00:01:55,0,0,0,0,0,0,0,0,0,0,0,0,0,Stanze Servizio,user,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:01:55,"","","","",TRUE
2018-11-15,33,149,s1,1,09:49:36,10:12:43,33_149_983,Terapia,Allestimento/Riordino/smaltimento,09:49:36,09:49:56,00:00:20,00:00:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33_149_984,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:20,"","","","",TRUE
2018-11-15,33,149,s1,1,09:49:36,10:12:43,33_149_984,Terapia,Preparazione farmaco,09:49:56,09:50:17,00:00:21,00:00:21,0,0,0,0,0,0,0,0,0,0,0,0,0,Stanze Servizio,33_149_985,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:21,"","","","",TRUE
2018-11-15,33,149,s1,1,09:49:36,10:12:43,33_149_985,Terapia,Allestimento/Riordino/smaltimento,09:50:17,09:50:29,00:00:12,00:00:12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33_149_986,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:12,"","","","",TRUE
2018-11-15,33,149,s1,1,09:49:36,10:12:43,33_149_986,Spostamenti,0,09:50:29,09:50:54,00:00:25,00:00:25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33_149_987,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:25,"","","","",TRUE
2018-11-15,33,149,s1,1,09:49:36,10:12:43,33_149_987,Terapia,Preparazione farmaco,09:50:54,09:52:24,00:01:30,00:01:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33_149_989,33_149_988,1,2,33_149_988,09:51:04,09:51:31,"","","","",00:00:27,false,"",0,"","","",00:01:30,"","","","",TRUE
2018-11-15,33,149,s1,1,09:49:36,10:12:43,33_149_988,Terapia,Preparazione farmaco,09:51:04,09:51:31,00:00:27,00:00:27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,user,33_149_987,1,2,33_149_987,09:51:04,09:51:31,"","","","",00:00:27,false,"",0,"","","",00:00:27,"","","","",TRUE
2018-11-15,33,149,s1,1,09:49:36,10:12:43,33_149_989,CuraIndiretta,Altra documentazione,09:52:24,09:53:34,00:01:10,00:01:10,0,0,0,0,0,0,0,0,0,0,1,0,0,Stanze Servizio,33_149_990,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:01:10,"","","","",TRUE
2018-11-15,33,149,s1,1,09:49:36,10:12:43,33_149_990,Terapia,Preparazione farmaco,09:53:34,09:55:11,00:01:37,00:01:37,0,0,0,0,0,0,0,0,0,0,0,0,0,Stanze Servizio,33_149_991,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:01:37,"","","","",TRUE
2018-11-15,33,149,s1,1,09:49:36,10:12:43,33_149_991,Terapia,Allestimento/Riordino/smaltimento,09:55:11,09:55:17,00:00:06,00:00:06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33_149_992,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:06,"","","","",TRUE
2018-11-15,33,149,s1,1,09:49:36,10:12:43,33_149_992,Terapia,Spunta STU somministrazione,09:55:17,09:56:00,00:00:43,00:00:43,0,0,0,0,0,0,0,0,1,0,0,0,0,Stanze Servizio,33_149_993,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:43,"","","","",TRUE
2018-11-15,33,149,s1,1,09:49:36,10:12:43,33_149_993,Spostamenti,0,09:56:00,09:56:22,00:00:22,00:00:22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33_149_994,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:22,"","","","",TRUE
2018-11-15,33,149,s1,1,09:49:36,10:12:43,33_149_994,CuraDiretta,0,09:56:22,09:56:57,00:00:35,00:00:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33_149_995,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:35,"","","","",TRUE
2018-11-15,33,149,s1,1,09:49:36,10:12:43,33_149_995,Spostamenti,0,09:56:57,09:57:30,00:00:33,00:00:33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,user,33_149_996,1,2,33_149_996,09:57:10,09:57:30,"","","","",00:00:20,false,"",0,"","","",00:00:33,"","","","",TRUE
2018-11-15,33,149,s1,1,09:49:36,10:12:43,33_149_996,Terapia,Somministrazione iniettabili,09:57:10,09:57:48,00:00:38,00:00:38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33_149_998,"33_149_995,33_149_997",2,2,33_149_995,09:57:10,09:57:30,2,33_149_997,09:57:39,09:57:48,00:00:29,false,"",0,"","","",00:00:38,"","","","",TRUE
2018-11-15,33,149,s1,1,09:49:36,10:12:43,33_149_997,ComProfessionale,0,09:57:39,09:57:48,00:00:09,00:00:09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33_149_998,33_149_996,1,2,33_149_996,09:57:39,09:57:48,"","","","",00:00:09,false,"",0,"","","",00:00:09,"","","","",TRUE
2018-11-15,33,149,s1,1,09:49:36,10:12:43,33_149_998,ComProfessionale,0,09:57:48,09:57:54,00:00:06,00:00:06,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33_149_999,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:06,"","","","",TRUE
2018-11-15,33,149,s1,1,09:49:36,10:12:43,33_149_999,Terapia,Allestimento/Riordino/smaltimento,09:57:54,09:58:02,00:00:08,00:00:08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33_149_1000,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:08,"","","","",TRUE
2018-11-15,33,149,s1,1,09:49:36,10:12:43,33_149_1000,Spostamenti,0,09:58:02,09:58:30,00:00:28,00:00:28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33_149_1001,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:28,"","","","",TRUE
2018-11-15,33,149,s1,1,09:49:36,10:12:43,33_149_1001,Igiene Mani,0,09:58:30,09:58:43,00:00:13,00:00:13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33_149_1002,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:13,"","","","",TRUE
2018-11-15,33,149,s1,1,09:49:36,10:12:43,33_149_1002,Terapia,Preparazione farmaco,09:58:43,09:59:02,00:00:19,00:00:19,0,0,0,0,0,0,0,0,0,0,0,0,0,Stanze Servizio,33_149_1003,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:19,"","","","",TRUE
2018-11-15,33,149,s1,1,09:49:36,10:12:43,33_149_1003,Terapia,Allestimento/Riordino/smaltimento,09:59:02,09:59:29,00:00:27,00:00:27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33_149_1004,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:27,"","","","",TRUE
2018-11-15,33,149,s1,1,09:49:36,10:12:43,33_149_1004,Terapia,Preparazione farmaco,09:59:29,09:59:51,00:00:22,00:00:22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33_149_1005,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:22,"","","","",TRUE
2018-11-15,33,149,s1,1,09:49:36,10:12:43,33_149_1005,Spostamenti,0,09:59:51,10:00:06,00:00:15,00:00:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33_149_1006,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:15,"","","","",TRUE
2018-11-15,33,149,s1,1,09:49:36,10:12:43,33_149_1006,Terapia,Somministrazione iniettabili,10:00:06,10:00:49,00:00:43,00:00:43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33_149_1008,33_149_1007,1,2,33_149_1007,10:00:13,10:00:42,"","","","",00:00:29,false,"",0,"","","",00:00:43,"","","","",TRUE
2018-11-15,33,149,s1,1,09:49:36,10:12:43,33_149_1007,ComProfessionale,0,10:00:13,10:00:42,00:00:29,00:00:29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,user,33_149_1006,1,2,33_149_1006,10:00:13,10:00:42,"","","","",00:00:29,false,"",0,"","","",00:00:29,"","","","",TRUE
2018-11-15,33,149,s1,1,09:49:36,10:12:43,33_149_1008,Terapia,Allestimento/Riordino/smaltimento,10:00:49,10:01:05,00:00:16,00:00:16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33_149_1009,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:16,"","","","",TRUE
2018-11-15,33,149,s1,1,09:49:36,10:12:43,33_149_1009,Spostamenti,0,10:01:05,10:01:23,00:00:18,00:00:18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33_149_1010,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:18,"","","","",TRUE
2018-11-15,33,149,s1,1,09:49:36,10:12:43,33_149_1010,Terapia,Allestimento/Riordino/smaltimento,10:01:23,10:02:02,00:00:39,00:00:39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33_149_1011,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:39,"","","","",TRUE
2018-11-15,33,149,s1,1,09:49:36,10:12:43,33_149_1011,Terapia,Allestimento/Riordino/smaltimento,10:02:02,10:05:22,00:03:20,00:03:20,0,0,0,0,0,0,0,0,0,0,0,0,0,Stanze Servizio,33_149_1012,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:03:20,"","","","",TRUE
2018-11-15,33,149,s1,1,09:49:36,10:12:43,33_149_1012,Terapia,Lettura prescrizione,10:05:22,10:06:44,00:01:22,00:01:22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33_149_1013,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:01:22,"","","","",TRUE
2018-11-15,33,149,s1,1,09:49:36,10:12:43,33_149_1013,CuraIndiretta,Altra documentazione,10:06:44,10:07:51,00:01:07,00:01:07,0,0,0,0,0,0,0,0,1,0,0,0,0,Stanze Servizio,33_149_1014,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:01:07,"","","","",TRUE
2018-11-15,33,149,s1,1,09:49:36,10:12:43,33_149_1014,Terapia,Lettura prescrizione,10:07:51,10:08:01,00:00:10,00:00:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33_149_1015,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:10,"","","","",TRUE
2018-11-15,33,149,s1,1,09:49:36,10:12:43,33_149_1015,CuraIndiretta,Altra documentazione,10:08:01,10:08:34,00:00:33,00:00:33,0,0,0,0,0,0,0,0,1,0,0,0,0,Stanze Servizio,33_149_1016,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:33,"","","","",TRUE
2018-11-15,33,149,s1,1,09:49:36,10:12:43,33_149_1016,Spostamenti,0,10:08:34,10:09:02,00:00:28,00:00:28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33_149_1017,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:28,"","","","",TRUE
2018-11-15,33,149,s1,1,09:49:36,10:12:43,33_149_1017,ComProfessionale,0,10:09:02,10:09:35,00:00:33,00:00:33,0,0,0,1,0,0,0,0,0,0,0,0,0,Stanza Paziente,33_149_1018,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:33,"","","","",TRUE
2018-11-15,33,149,s1,1,09:49:36,10:12:43,33_149_1018,Spostamenti,0,10:09:35,10:09:49,00:00:14,00:00:14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33_149_1019,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:14,"","","","",TRUE
2018-11-15,33,149,s1,1,09:49:36,10:12:43,33_149_1019,ComProfessionale,0,10:09:49,10:09:55,00:00:06,00:00:06,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33_149_1020,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:06,"","","","",TRUE
2018-11-15,33,149,s1,1,09:49:36,10:12:43,33_149_1020,ComProfessionale,0,10:09:55,10:10:10,00:00:15,00:00:15,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,33_149_1021,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:15,"","","","",TRUE
2018-11-15,33,149,s1,1,09:49:36,10:12:43,33_149_1021,ComProfessionale,0,10:10:10,10:10:42,00:00:32,00:00:32,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,33_149_1022,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:32,"","","","",TRUE
2018-11-15,33,149,s1,1,09:49:36,10:12:43,33_149_1022,ComProfessionale,0,10:10:42,10:10:47,00:00:05,00:00:05,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,33_149_1023,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:05,"","","","",TRUE
2018-11-15,33,149,s1,1,09:49:36,10:12:43,33_149_1023,Igiene Mani,0,10:10:47,10:10:55,00:00:08,00:00:08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33_149_1024,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:08,"","","","",TRUE
2018-11-15,33,149,s1,1,09:49:36,10:12:43,33_149_1024,Spostamenti,0,10:10:55,10:11:06,00:00:11,00:00:11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33_149_1025,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:11,"","","","",TRUE
2018-11-15,33,149,s1,1,09:49:36,10:12:43,33_149_1025,ComProfessionale,0,10:11:06,10:11:31,00:00:25,00:00:25,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,33_149_1026,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:25,"","","","",TRUE
2018-11-15,33,149,s1,1,09:49:36,10:12:43,33_149_1026,Spostamenti,0,10:11:31,10:11:40,00:00:09,00:00:09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33_149_1027,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:09,"","","","",TRUE
2018-11-15,33,149,s1,1,09:49:36,10:12:43,33_149_1027,Terapia,Preparazione farmaco,10:11:40,10:11:46,00:00:06,00:00:06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33_149_1028,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:06,"","","","",TRUE
2018-11-15,33,149,s1,1,09:49:36,10:12:43,33_149_1028,CuraIndiretta,Altra documentazione,10:11:46,10:12:05,00:00:19,00:00:19,0,0,0,0,0,0,0,0,1,0,0,0,0,Stanze Servizio,33_149_1029,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:19,"","","","",TRUE
2018-11-15,33,149,s1,1,09:49:36,10:12:43,33_149_1029,Terapia,Allestimento/Riordino/smaltimento,10:12:05,10:12:17,00:00:12,00:00:12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33_149_1030,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:12,"","","","",TRUE
2018-11-15,33,149,s1,1,09:49:36,10:12:43,33_149_1030,Spostamenti,0,10:12:17,10:12:29,00:00:12,00:00:12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33_149_1031,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:12,"","","","",TRUE
2018-11-15,33,149,s1,1,09:49:36,10:12:43,33_149_1031,Terapia,Somministrazione iniettabili,10:12:29,10:12:43,00:00:14,00:00:14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,user,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:14,"","","","",TRUE
2018-11-15,33,150,s1,1,10:15:16,10:25:33,33_150_1032,Igiene Mani,0,10:15:16,10:15:21,00:00:05,00:00:05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33_150_1033,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:05,"","","","",TRUE
2018-11-15,33,150,s1,1,10:15:16,10:25:33,33_150_1033,Terapia,Lettura prescrizione,10:15:21,10:15:38,00:00:17,00:00:17,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,33_150_1034,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:17,"","","","",TRUE
2018-11-15,33,150,s1,1,10:15:16,10:25:33,33_150_1034,Terapia,Preparazione farmaco,10:15:38,10:17:33,00:01:55,00:01:14,0,0,0,0,0,0,0,0,0,0,0,0,0,Corridoio,33_150_1037,33_150_1036,1,2,33_150_1036,10:16:45,10:17:29,"","","","",00:00:44,false,33_150_1035,1,33_150_1035,10:15:52,10:16:33,00:00:14,00:01:00,00:00:41,"","",TRUE
2018-11-15,33,150,s1,1,10:15:16,10:25:33,33_150_1035,ComProfessionale,0,10:15:52,10:16:33,00:00:41,00:00:41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,user,"",0,"","","","","","","","",00:00:00,true,"",0,"","","",00:00:41,"","","","",TRUE
2018-11-15,33,150,s1,1,10:15:16,10:25:33,33_150_1036,ComProfessionale,0,10:16:45,10:17:29,00:00:44,00:00:44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,user,33_150_1034,1,2,33_150_1034,10:16:45,10:17:29,"","","","",00:00:44,false,"",0,"","","",00:00:44,"","","","",TRUE
2018-11-15,33,150,s1,1,10:15:16,10:25:33,33_150_1037,Terapia,Allestimento/Riordino/smaltimento,10:17:33,10:17:39,00:00:06,00:00:06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33_150_1038,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:06,"","","","",TRUE
2018-11-15,33,150,s1,1,10:15:16,10:25:33,33_150_1038,Terapia,Preparazione farmaco,10:17:39,10:18:04,00:00:25,00:00:25,0,0,0,0,0,0,0,0,0,0,0,0,0,Corridoio,33_150_1039,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:25,"","","","",TRUE
2018-11-15,33,150,s1,1,10:15:16,10:25:33,33_150_1039,Terapia,Somministrazione iniettabili,10:18:04,10:18:30,00:00:26,00:00:26,0,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,33_150_1040,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:26,"","","","",TRUE
2018-11-15,33,150,s1,1,10:15:16,10:25:33,33_150_1040,CuraDiretta,0,10:18:30,10:18:32,00:00:02,00:00:02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33_150_1041,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:02,"","","","",TRUE
2018-11-15,33,150,s1,1,10:15:16,10:25:33,33_150_1041,Terapia,Allestimento/Riordino/smaltimento,10:18:32,10:18:41,00:00:09,00:00:09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33_150_1042,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:09,"","","","",TRUE
2018-11-15,33,150,s1,1,10:15:16,10:25:33,33_150_1042,Igiene Mani,0,10:18:41,10:18:45,00:00:04,00:00:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33_150_1043,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:04,"","","","",TRUE
2018-11-15,33,150,s1,1,10:15:16,10:25:33,33_150_1043,Terapia,Spunta STU somministrazione,10:18:45,10:18:56,00:00:11,00:00:11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33_150_1044,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:11,"","","","",TRUE
2018-11-15,33,150,s1,1,10:15:16,10:25:33,33_150_1044,Terapia,Lettura prescrizione,10:18:56,10:19:53,00:00:57,00:00:57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,user,33_150_1045,1,2,33_150_1045,10:19:02,10:19:53,"","","","",00:00:51,false,"",0,"","","",00:00:57,"","","","",TRUE
2018-11-15,33,150,s1,1,10:15:16,10:25:33,33_150_1045,ComProfessionale,0,10:19:02,10:20:09,00:01:07,00:01:07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33_150_1046,33_150_1044,1,2,33_150_1044,10:19:02,10:19:53,"","","","",00:00:51,false,"",0,"","","",00:01:07,"","","","",TRUE
2018-11-15,33,150,s1,1,10:15:16,10:25:33,33_150_1046,Terapia,Lettura prescrizione,10:20:09,10:20:23,00:00:14,00:00:14,0,0,0,0,0,0,0,0,0,0,0,0,0,Corridoio,33_150_1047,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:14,"","","","",TRUE
2018-11-15,33,150,s1,1,10:15:16,10:25:33,33_150_1047,ComProfessionale,0,10:20:23,10:20:37,00:00:14,00:00:14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33_150_1048,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:14,"","","","",TRUE
2018-11-15,33,150,s1,1,10:15:16,10:25:33,33_150_1048,Spostamenti,0,10:20:37,10:20:46,00:00:09,00:00:09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33_150_1049,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:09,"","","","",TRUE
2018-11-15,33,150,s1,1,10:15:16,10:25:33,33_150_1049,CuraDiretta,0,10:20:46,10:20:58,00:00:12,00:00:12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33_150_1050,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:12,"","","","",TRUE
2018-11-15,33,150,s1,1,10:15:16,10:25:33,33_150_1050,Spostamenti,0,10:20:58,10:22:16,00:01:18,00:01:18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33_150_1053,"33_150_1051,33_150_1052",2,2,33_150_1051,10:21:20,10:21:51,2,33_150_1052,10:21:53,10:22:16,00:00:54,false,"",0,"","","",00:01:18,"","","","",TRUE
2018-11-15,33,150,s1,1,10:15:16,10:25:33,33_150_1051,ComProfessionale,0,10:21:20,10:21:51,00:00:31,00:00:31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,user,33_150_1050,1,2,33_150_1050,10:21:20,10:21:51,"","","","",00:00:31,false,"",0,"","","",00:00:31,"","","","",TRUE
2018-11-15,33,150,s1,1,10:15:16,10:25:33,33_150_1052,ComProfessionale,0,10:21:53,10:22:16,00:00:23,00:00:23,0,0,0,0,1,0,0,0,0,0,0,0,0,Corridoio,33_150_1053,33_150_1050,1,2,33_150_1050,10:21:53,10:22:16,"","","","",00:00:23,false,"",0,"","","",00:00:23,"","","","",TRUE
2018-11-15,33,150,s1,1,10:15:16,10:25:33,33_150_1053,Terapia,Somministrazione iniettabili,10:22:16,10:23:41,00:01:25,00:01:25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33_150_1056,"33_150_1054,33_150_1055",2,2,33_150_1054,10:22:42,10:22:49,2,33_150_1055,10:23:01,10:23:41,00:00:47,false,"",0,"","","",00:01:25,"","","","",TRUE
2018-11-15,33,150,s1,1,10:15:16,10:25:33,33_150_1054,ComProfessionale,0,10:22:42,10:22:49,00:00:07,00:00:07,0,0,0,1,0,0,0,0,0,0,0,0,0,0,user,33_150_1053,1,2,33_150_1053,10:22:42,10:22:49,"","","","",00:00:07,false,"",0,"","","",00:00:07,"","","","",TRUE
2018-11-15,33,150,s1,1,10:15:16,10:25:33,33_150_1055,ComProfessionale,0,10:23:01,10:23:41,00:00:40,00:00:40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33_150_1056,33_150_1053,1,2,33_150_1053,10:23:01,10:23:41,"","","","",00:00:40,false,"",0,"","","",00:00:40,"","","","",TRUE
2018-11-15,33,150,s1,1,10:15:16,10:25:33,33_150_1056,Terapia,Lettura prescrizione,10:23:41,10:24:27,00:00:46,00:00:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33_150_1057,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:46,"","","","",TRUE
2018-11-15,33,150,s1,1,10:15:16,10:25:33,33_150_1057,Terapia,Preparazione farmaco,10:24:27,10:25:18,00:00:51,00:00:51,0,0,0,0,0,0,0,0,0,0,0,0,0,Corridoio,33_150_1058,"",0,"","","","","","","","",00:00:00,false,"",0,"","","",00:00:51,"","","","",TRUE
