session date,observer id,session id,location id,participant id,session start,session end,observer/session/task id,Cosa,Cosa (subcategories),start time,end time,elapsed time,total time,[Con Chi] Paziente,[Con Chi] Parente/badante,[Con Chi] Infermiere,[Con Chi] Medico/consulente,[Con Chi] OSS,[Con Chi] Specializzando,[Con Chi] Tecnico,[Con Chi] Altro,[Come] PC carrello,[Come] PC scrivania,[Come] Documenti,[Come] Telefono,[Come] Altro,Dove,ended by,multi with,num of multitask fragments,num of tasks in multi 1,multi task id 1,multi start 1,multi end 1,num of tasks in multi 2,multi task id 2,multi start 2,multi end 2,num of tasks in multi 3,multi task id 3,multi start 3,multi end 3,num of tasks in multi 4,multi task id 4,multi start 4,multi end 4,total overlapping time,is interrupting task?,interrupted by,num of interrupts,int task id 1,int start 1,int end 1,int task id 2,int start 2,int end 2,active 1,active 2,active 3,inactive 1,inactive 2,Participant: Age,Participant: Occupation,is session complete?
2018-11-08,44,129,p1,1,14:15:43,15:01:18,44_129_101,Spostamenti,0,14:55:52,14:56:20,00:00:28,00:00:28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44_129_102,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:28,"","","","","","",TRUE
2018-11-08,44,129,p1,1,14:15:43,15:01:18,44_129_102,Terapia,Allestimento/Riordino/smaltimento,14:56:20,14:56:27,00:00:07,00:00:07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44_129_103,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:07,"","","","","","",TRUE
2018-11-08,44,129,p1,1,14:15:43,15:01:18,44_129_103,Spostamenti,0,14:56:27,14:56:30,00:00:03,00:00:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44_129_104,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:03,"","","","","","",TRUE
2018-11-08,44,129,p1,1,14:15:43,15:01:18,44_129_104,Terapia,Preparazione farmaco,14:56:30,14:56:35,00:00:05,00:00:05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44_129_105,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:05,"","","","","","",TRUE
2018-11-08,44,129,p1,1,14:15:43,15:01:18,44_129_105,Spostamenti,0,14:56:35,14:56:38,00:00:03,00:00:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44_129_106,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:03,"","","","","","",TRUE
2018-11-08,44,129,p1,1,14:15:43,15:01:18,44_129_106,CuraDiretta,0,14:56:38,14:56:51,00:00:13,00:00:13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44_129_107,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:13,"","","","","","",TRUE
2018-11-08,44,129,p1,1,14:15:43,15:01:18,44_129_107,ComProfessionale,0,14:56:51,14:57:45,00:00:54,00:00:54,0,0,1,0,0,0,0,0,0,0,0,0,0,Corridoio,44_129_108,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:54,"","","","","","",TRUE
2018-11-08,44,129,p1,1,14:15:43,15:01:18,44_129_108,Handover,Comunicazione Verbale,14:57:45,15:01:18,00:03:33,00:03:33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,user,44_129_109,1,2,44_129_109,15:00:03,15:01:07,"","","","","","","","","","","","",00:01:04,false,"",0,"","","","","","",00:03:33,"","","","","","",TRUE
2018-11-08,44,129,p1,1,14:15:43,15:01:18,44_129_109,Handover,Controllo Cartella Clinica,15:00:03,15:01:07,00:01:04,00:01:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,user,44_129_108,1,2,44_129_108,15:00:03,15:01:07,"","","","","","","","","","","","",00:01:04,false,"",0,"","","","","","",00:01:04,"","","","","","",TRUE
2018-11-08,44,130,p1,1,15:10:03,15:40:45,44_130_110,Terapia,Preparazione farmaco,15:10:03,15:10:46,00:00:43,00:00:43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44_130_112,44_130_111,1,2,44_130_111,15:10:25,15:10:43,"","","","","","","","","","","","",00:00:18,false,"",0,"","","","","","",00:00:43,"","","","","","",TRUE
2018-11-08,44,130,p1,1,15:10:03,15:40:45,44_130_111,Terapia,Allestimento/Riordino/smaltimento,15:10:25,15:10:43,00:00:18,00:00:18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,user,44_130_110,1,2,44_130_110,15:10:25,15:10:43,"","","","","","","","","","","","",00:00:18,false,"",0,"","","","","","",00:00:18,"","","","","","",TRUE
2018-11-08,44,130,p1,1,15:10:03,15:40:45,44_130_112,Terapia,Somministrazione pillole,15:10:46,15:11:23,00:00:37,00:00:37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44_130_114,44_130_113,1,2,44_130_113,15:10:53,15:11:12,"","","","","","","","","","","","",00:00:19,false,"",0,"","","","","","",00:00:37,"","","","","","",TRUE
2018-11-08,44,130,p1,1,15:10:03,15:40:45,44_130_113,ComProfessionale,0,15:10:53,15:11:12,00:00:19,00:00:19,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,user,44_130_112,1,2,44_130_112,15:10:53,15:11:12,"","","","","","","","","","","","",00:00:19,false,"",0,"","","","","","",00:00:19,"","","","","","",TRUE
2018-11-08,44,130,p1,1,15:10:03,15:40:45,44_130_114,Terapia,Somministrazione iniettabili,15:11:23,15:11:54,00:00:31,00:00:31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44_130_116,44_130_115,1,2,44_130_115,15:11:31,15:11:54,"","","","","","","","","","","","",00:00:23,false,"",0,"","","","","","",00:00:31,"","","","","","",TRUE
2018-11-08,44,130,p1,1,15:10:03,15:40:45,44_130_115,ComProfessionale,0,15:11:31,15:11:54,00:00:23,00:00:23,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,44_130_116,44_130_114,1,2,44_130_114,15:11:31,15:11:54,"","","","","","","","","","","","",00:00:23,false,"",0,"","","","","","",00:00:23,"","","","","","",TRUE
2018-11-08,44,130,p1,1,15:10:03,15:40:45,44_130_116,ComProfessionale,0,15:11:54,15:12:41,00:00:47,00:00:47,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,44_130_118,44_130_117,1,2,44_130_117,15:12:14,15:12:41,"","","","","","","","","","","","",00:00:27,false,"",0,"","","","","","",00:00:47,"","","","","","",TRUE
2018-11-08,44,130,p1,1,15:10:03,15:40:45,44_130_117,CuraDiretta,0,15:12:14,15:12:41,00:00:27,00:00:27,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,44_130_118,44_130_116,1,2,44_130_116,15:12:14,15:12:41,"","","","","","","","","","","","",00:00:27,false,"",0,"","","","","","",00:00:27,"","","","","","",TRUE
2018-11-08,44,130,p1,1,15:10:03,15:40:45,44_130_118,Terapia,Lettura prescrizione,15:12:41,15:12:54,00:00:13,00:00:13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44_130_119,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:13,"","","","","","",TRUE
2018-11-08,44,130,p1,1,15:10:03,15:40:45,44_130_119,Terapia,Lettura prescrizione,15:12:54,15:13:42,00:00:48,00:00:37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44_130_122,44_130_121,1,2,44_130_121,15:13:25,15:13:34,"","","","","","","","","","","","",00:00:09,false,44_130_120,1,44_130_120,15:13:10,15:13:21,"","","",00:00:16,00:00:21,"",00:00:11,"","","",TRUE
2018-11-08,44,130,p1,1,15:10:03,15:40:45,44_130_120,ComProfessionale,0,15:13:10,15:13:21,00:00:11,00:00:11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,user,"",0,"","","","","","","","","","","","","","","","",00:00:00,true,"",0,"","","","","","",00:00:11,"","","","","","",TRUE
2018-11-08,44,130,p1,1,15:10:03,15:40:45,44_130_121,ComProfessionale,0,15:13:25,15:13:34,00:00:09,00:00:09,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,user,44_130_119,1,2,44_130_119,15:13:25,15:13:34,"","","","","","","","","","","","",00:00:09,false,"",0,"","","","","","",00:00:09,"","","","","","",TRUE
2018-11-08,44,130,p1,1,15:10:03,15:40:45,44_130_122,Terapia,Preparazione farmaco,15:13:42,15:14:46,00:01:04,00:01:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44_130_124,44_130_123,1,2,44_130_123,15:13:52,15:14:04,"","","","","","","","","","","","",00:00:12,false,"",0,"","","","","","",00:01:04,"","","","","","",TRUE
2018-11-08,44,130,p1,1,15:10:03,15:40:45,44_130_123,ComProfessionale,0,15:13:52,15:14:04,00:00:12,00:00:12,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,user,44_130_122,1,2,44_130_122,15:13:52,15:14:04,"","","","","","","","","","","","",00:00:12,false,"",0,"","","","","","",00:00:12,"","","","","","",TRUE
2018-11-08,44,130,p1,1,15:10:03,15:40:45,44_130_124,CuraDiretta,0,15:14:46,15:15:10,00:00:24,00:00:24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,user,44_130_125,1,2,44_130_125,15:14:50,15:15:10,"","","","","","","","","","","","",00:00:20,false,"",0,"","","","","","",00:00:24,"","","","","","",TRUE
2018-11-08,44,130,p1,1,15:10:03,15:40:45,44_130_125,ComProfessionale,0,15:14:50,15:15:14,00:00:24,00:00:24,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,44_130_126,44_130_124,1,2,44_130_124,15:14:50,15:15:10,"","","","","","","","","","","","",00:00:20,false,"",0,"","","","","","",00:00:24,"","","","","","",TRUE
2018-11-08,44,130,p1,1,15:10:03,15:40:45,44_130_126,Terapia,Spunta STU somministrazione,15:15:14,15:15:24,00:00:10,00:00:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44_130_127,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:10,"","","","","","",TRUE
2018-11-08,44,130,p1,1,15:10:03,15:40:45,44_130_127,Terapia,Lettura prescrizione,15:15:24,15:15:45,00:00:21,00:00:21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44_130_128,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:21,"","","","","","",TRUE
2018-11-08,44,130,p1,1,15:10:03,15:40:45,44_130_128,ComProfessionale,0,15:15:45,15:16:02,00:00:17,00:00:17,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,44_130_129,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:17,"","","","","","",TRUE
2018-11-08,44,130,p1,1,15:10:03,15:40:45,44_130_129,Spostamenti,0,15:16:02,15:16:35,00:00:33,00:00:33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44_130_131,44_130_130,1,2,44_130_130,15:16:22,15:16:34,"","","","","","","","","","","","",00:00:12,false,"",0,"","","","","","",00:00:33,"","","","","","",TRUE
2018-11-08,44,130,p1,1,15:10:03,15:40:45,44_130_130,ComSociale,0,15:16:22,15:16:34,00:00:12,00:00:12,0,0,0,1,0,0,0,0,0,0,0,0,0,Corridoio,user,44_130_129,1,2,44_130_129,15:16:22,15:16:34,"","","","","","","","","","","","",00:00:12,false,"",0,"","","","","","",00:00:12,"","","","","","",TRUE
2018-11-08,44,130,p1,1,15:10:03,15:40:45,44_130_131,Terapia,Lettura prescrizione,15:16:35,15:16:54,00:00:19,00:00:19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,user,44_130_132,1,2,44_130_132,15:16:41,15:16:54,"","","","","","","","","","","","",00:00:13,false,"",0,"","","","","","",00:00:19,"","","","","","",TRUE
2018-11-08,44,130,p1,1,15:10:03,15:40:45,44_130_132,ComProfessionale,0,15:16:41,15:16:57,00:00:16,00:00:16,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,44_130_133,44_130_131,1,2,44_130_131,15:16:41,15:16:54,"","","","","","","","","","","","",00:00:13,false,"",0,"","","","","","",00:00:16,"","","","","","",TRUE
2018-11-08,44,130,p1,1,15:10:03,15:40:45,44_130_133,Terapia,Preparazione farmaco,15:16:57,15:17:35,00:00:38,00:00:38,0,0,0,0,0,0,0,0,1,0,0,0,0,Stanza Paziente,44_130_134,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:38,"","","","","","",TRUE
2018-11-08,44,130,p1,1,15:10:03,15:40:45,44_130_134,Terapia,Lettura prescrizione,15:17:35,15:17:50,00:00:15,00:00:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44_130_135,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:15,"","","","","","",TRUE
2018-11-08,44,130,p1,1,15:10:03,15:40:45,44_130_135,Terapia,Preparazione farmaco,15:17:50,15:18:28,00:00:38,00:00:38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44_130_136,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:38,"","","","","","",TRUE
2018-11-08,44,130,p1,1,15:10:03,15:40:45,44_130_136,ComProfessionale,0,15:18:28,15:19:20,00:00:52,00:00:52,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,user,44_130_137,1,2,44_130_137,15:18:39,15:19:20,"","","","","","","","","","","","",00:00:41,false,"",0,"","","","","","",00:00:52,"","","","","","",TRUE
2018-11-08,44,130,p1,1,15:10:03,15:40:45,44_130_137,Terapia,Somministrazione iniettabili,15:18:39,15:19:41,00:01:02,00:01:02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44_130_139,"44_130_136,44_130_138",2,2,44_130_136,15:18:39,15:19:20,2,44_130_138,15:19:29,15:19:41,"","","","","","","","",00:00:53,false,"",0,"","","","","","",00:01:02,"","","","","","",TRUE
2018-11-08,44,130,p1,1,15:10:03,15:40:45,44_130_138,ComProfessionale,0,15:19:29,15:19:41,00:00:12,00:00:12,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,44_130_139,44_130_137,1,2,44_130_137,15:19:29,15:19:41,"","","","","","","","","","","","",00:00:12,false,"",0,"","","","","","",00:00:12,"","","","","","",TRUE
2018-11-08,44,130,p1,1,15:10:03,15:40:45,44_130_139,Terapia,Lettura prescrizione,15:19:41,15:20:22,00:00:41,00:00:41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,user,44_130_140,1,2,44_130_140,15:20:09,15:20:22,"","","","","","","","","","","","",00:00:13,false,"",0,"","","","","","",00:00:41,"","","","","","",TRUE
2018-11-08,44,130,p1,1,15:10:03,15:40:45,44_130_140,Terapia,Preparazione farmaco,15:20:09,15:20:37,00:00:28,00:00:28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44_130_142,"44_130_139,44_130_141",2,2,44_130_139,15:20:09,15:20:22,2,44_130_141,15:20:25,15:20:37,"","","","","","","","",00:00:25,false,"",0,"","","","","","",00:00:28,"","","","","","",TRUE
2018-11-08,44,130,p1,1,15:10:03,15:40:45,44_130_141,ComProfessionale,0,15:20:25,15:20:37,00:00:12,00:00:12,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,44_130_142,44_130_140,1,2,44_130_140,15:20:25,15:20:37,"","","","","","","","","","","","",00:00:12,false,"",0,"","","","","","",00:00:12,"","","","","","",TRUE
2018-11-08,44,130,p1,1,15:10:03,15:40:45,44_130_142,CuraDiretta,0,15:20:37,15:20:58,00:00:21,00:00:21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,user,44_130_143,1,2,44_130_143,15:20:45,15:20:58,"","","","","","","","","","","","",00:00:13,false,"",0,"","","","","","",00:00:21,"","","","","","",TRUE
2018-11-08,44,130,p1,1,15:10:03,15:40:45,44_130_143,ComProfessionale,0,15:20:45,15:21:41,00:00:56,00:00:56,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,44_130_145,"44_130_142,44_130_144",2,2,44_130_142,15:20:45,15:20:58,2,44_130_144,15:21:01,15:21:14,"","","","","","","","",00:00:26,false,"",0,"","","","","","",00:00:56,"","","","","","",TRUE
2018-11-08,44,130,p1,1,15:10:03,15:40:45,44_130_144,Terapia,Spunta STU somministrazione,15:21:01,15:21:14,00:00:13,00:00:13,0,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,user,44_130_143,1,2,44_130_143,15:21:01,15:21:14,"","","","","","","","","","","","",00:00:13,false,"",0,"","","","","","",00:00:13,"","","","","","",TRUE
2018-11-08,44,130,p1,1,15:10:03,15:40:45,44_130_145,Terapia,Allestimento/Riordino/smaltimento,15:21:41,15:21:58,00:00:17,00:00:17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44_130_146,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:17,"","","","","","",TRUE
2018-11-08,44,130,p1,1,15:10:03,15:40:45,44_130_146,Spostamenti,0,15:21:58,15:22:10,00:00:12,00:00:12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44_130_147,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:12,"","","","","","",TRUE
2018-11-08,44,130,p1,1,15:10:03,15:40:45,44_130_147,ComProfessionale,0,15:22:10,15:22:29,00:00:19,00:00:19,0,0,1,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,44_130_148,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:19,"","","","","","",TRUE
2018-11-08,44,130,p1,1,15:10:03,15:40:45,44_130_148,ComProfessionale,0,15:22:29,15:24:54,00:02:25,00:02:25,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,user,"44_130_149,44_130_150",2,2,44_130_149,15:22:48,15:24:23,3,"44_130_149,44_130_150",15:24:23,15:24:54,"","","","","","","","",00:02:06,false,"",0,"","","","","","",00:02:25,"","","","","","",TRUE
2018-11-08,44,130,p1,1,15:10:03,15:40:45,44_130_149,Terapia,Preparazione farmaco,15:22:48,15:24:56,00:02:08,00:02:08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,user,"44_130_148,44_130_150",3,2,44_130_148,15:22:48,15:24:23,3,"44_130_148,44_130_150",15:24:23,15:24:54,2,44_130_150,15:24:54,15:24:56,"","","","",00:02:08,false,"",0,"","","","","","",00:02:08,"","","","","","",TRUE
2018-11-08,44,130,p1,1,15:10:03,15:40:45,44_130_150,Terapia,Somministrazione iniettabili,15:24:23,15:25:20,00:00:57,00:00:57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44_130_152,"44_130_148,44_130_149,44_130_151",3,3,"44_130_148,44_130_149",15:24:23,15:24:54,2,44_130_149,15:24:54,15:24:56,2,44_130_151,15:25:10,15:25:20,"","","","",00:00:43,false,"",0,"","","","","","",00:00:57,"","","","","","",TRUE
2018-11-08,44,130,p1,1,15:10:03,15:40:45,44_130_151,ComProfessionale,0,15:25:10,15:25:20,00:00:10,00:00:10,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,44_130_152,44_130_150,1,2,44_130_150,15:25:10,15:25:20,"","","","","","","","","","","","",00:00:10,false,"",0,"","","","","","",00:00:10,"","","","","","",TRUE
2018-11-08,44,130,p1,1,15:10:03,15:40:45,44_130_152,Terapia,Spunta STU somministrazione,15:25:20,15:25:29,00:00:09,00:00:09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44_130_153,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:09,"","","","","","",TRUE
2018-11-08,44,130,p1,1,15:10:03,15:40:45,44_130_153,Spostamenti,0,15:25:29,15:25:45,00:00:16,00:00:16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44_130_155,44_130_154,1,2,44_130_154,15:25:31,15:25:45,"","","","","","","","","","","","",00:00:14,false,"",0,"","","","","","",00:00:16,"","","","","","",TRUE
2018-11-08,44,130,p1,1,15:10:03,15:40:45,44_130_154,ComProfessionale,0,15:25:31,15:25:45,00:00:14,00:00:14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,44_130_155,44_130_153,1,2,44_130_153,15:25:31,15:25:45,"","","","","","","","","","","","",00:00:14,false,"",0,"","","","","","",00:00:14,"","","","","","",TRUE
2018-11-08,44,130,p1,1,15:10:03,15:40:45,44_130_155,Spostamenti,0,15:25:45,15:25:52,00:00:07,00:00:07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44_130_156,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:07,"","","","","","",TRUE
2018-11-08,44,130,p1,1,15:10:03,15:40:45,44_130_156,Terapia,Spunta STU somministrazione,15:25:52,15:25:59,00:00:07,00:00:07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44_130_157,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:07,"","","","","","",TRUE
2018-11-08,44,130,p1,1,15:10:03,15:40:45,44_130_157,Terapia,Preparazione farmaco,15:25:59,15:27:04,00:01:05,00:01:05,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,44_130_159,44_130_158,1,2,44_130_158,15:26:41,15:26:55,"","","","","","","","","","","","",00:00:14,false,"",0,"","","","","","",00:01:05,"","","","","","",TRUE
2018-11-08,44,130,p1,1,15:10:03,15:40:45,44_130_158,Terapia,Spunta STU somministrazione,15:26:41,15:26:55,00:00:14,00:00:14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,user,44_130_157,1,2,44_130_157,15:26:41,15:26:55,"","","","","","","","","","","","",00:00:14,false,"",0,"","","","","","",00:00:14,"","","","","","",TRUE
2018-11-08,44,130,p1,1,15:10:03,15:40:45,44_130_159,ComProfessionale,0,15:27:04,15:28:06,00:01:02,00:01:02,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,44_130_161,44_130_160,1,2,44_130_160,15:27:16,15:28:06,"","","","","","","","","","","","",00:00:50,false,"",0,"","","","","","",00:01:02,"","","","","","",TRUE
2018-11-08,44,130,p1,1,15:10:03,15:40:45,44_130_160,Terapia,Somministrazione pillole,15:27:16,15:28:06,00:00:50,00:00:50,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,44_130_161,44_130_159,1,2,44_130_159,15:27:16,15:28:06,"","","","","","","","","","","","",00:00:50,false,"",0,"","","","","","",00:00:50,"","","","","","",TRUE
2018-11-08,44,130,p1,1,15:10:03,15:40:45,44_130_161,ComProfessionale,0,15:28:06,15:29:37,00:01:31,00:00:55,0,0,1,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,user,"44_130_162,44_130_164",2,2,44_130_162,15:28:38,15:29:01,2,44_130_164,15:29:37,15:29:37,"","","","","","","","",00:00:23,false,44_130_163,1,44_130_163,15:29:01,15:29:37,"","","",00:00:55,00:00:00,"",00:00:36,"","","",TRUE
2018-11-08,44,130,p1,1,15:10:03,15:40:45,44_130_162,ComProfessionale,0,15:28:38,15:29:33,00:00:55,00:00:25,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,user,"44_130_161,44_130_164",2,2,44_130_161,15:28:38,15:29:01,2,44_130_164,15:29:31,15:29:33,"","","","","","","","",00:00:25,false,44_130_163,1,44_130_163,15:29:01,15:29:31,"","","",00:00:23,00:00:02,"",00:00:30,"","","",TRUE
2018-11-08,44,130,p1,1,15:10:03,15:40:45,44_130_163,ComProfessionale,0,15:29:01,15:29:20,00:00:19,00:00:19,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,44_130_164,"",0,"","","","","","","","","","","","","","","","",00:00:00,true,"",0,"","","","","","",00:00:19,"","","","","","",TRUE
2018-11-08,44,130,p1,1,15:10:03,15:40:45,44_130_164,Spostamenti,0,15:29:20,15:29:46,00:00:26,00:00:26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44_130_165,"44_130_162,44_130_161",2,2,44_130_162,15:29:20,15:29:33,2,44_130_161,15:29:20,15:29:37,"","","","","","","","",00:00:30,false,"",0,"","","","","","",00:00:26,"","","","","","",TRUE
2018-11-08,44,130,p1,1,15:10:03,15:40:45,44_130_165,Terapia,Lettura prescrizione,15:29:46,15:30:12,00:00:26,00:00:26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44_130_166,"",0,"","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:26,"","","","","","",TRUE
2018-11-08,44,130,p1,1,15:10:03,15:40:45,44_130_166,Terapia,Preparazione farmaco,15:30:12,15:30:28,00:00:16,00:00:16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,user,44_130_167,1,2,44_130_167,15:30:17,15:30:28,"","","","","","","","","","","","",00:00:11,false,"",0,"","","","","","",00:00:16,"","","","","","",TRUE
2018-11-08,44,130,p1,1,15:10:03,15:40:45,44_130_167,ComProfessionale,0,15:30:17,15:31:01,00:00:44,00:00:44,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,user,"44_130_166,44_130_168",2,2,44_130_166,15:30:17,15:30:28,2,44_130_168,15:30:48,15:31:01,"","","","","","","","",00:00:24,false,"",0,"","","","","","",00:00:44,"","","","","","",TRUE
2018-11-08,44,130,p1,1,15:10:03,15:40:45,44_130_168,Terapia,Spunta STU somministrazione,15:30:48,15:31:33,00:00:45,00:00:16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,user,"44_130_167,44_130_170",2,2,44_130_167,15:30:48,15:31:01,2,44_130_170,15:31:32,15:31:33,"","","","","","","","",00:00:14,false,44_130_169,1,44_130_169,15:31:03,15:31:32,"","","",00:00:15,00:00:01,"",00:00:29,"","","",TRUE
2018-11-08,44,130,p1,1,15:10:03,15:40:45,44_130_169,ComProfessionale,0,15:31:03,15:31:25,00:00:22,00:00:22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,44_130_170,"",0,"","","","","","","","","","","","","","","","",00:00:00,true,"",0,"","","","","","",00:00:22,"","","","","","",TRUE
2018-11-08,44,130,p1,1,15:10:03,15:40:45,44_130_170,Terapia,Lettura prescrizione,15:31:25,15:31:59,00:00:34,00:00:34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,user,"44_130_168,44_130_171",2,2,44_130_168,15:31:25,15:31:33,2,44_130_171,15:31:47,15:31:59,"","","","","","","","",00:00:20,false,"",0,"","","","","","",00:00:34,"","","","","","",TRUE
2018-11-08,44,130,p1,1,15:10:03,15:40:45,44_130_171,Terapia,Preparazione farmaco,15:31:47,15:32:10,00:00:23,00:00:23,0,0,0,0,0,0,0,0,1,0,0,0,0,Stanza Paziente,44_130_172,44_130_170,1,2,44_130_170,15:31:47,15:31:59,"","","","","","","","","","","","",00:00:12,false,"",0,"","","","","","",00:00:23,"","","","","","",TRUE
2018-11-08,44,130,p1,1,15:10:03,15:40:45,44_130_172,CuraDiretta,0,15:32:10,15:32:26,00:00:16,00:00:16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,user,44_130_173,1,2,44_130_173,15:32:15,15:32:26,"","","","","","","","","","","","",00:00:11,false,"",0,"","","","","","",00:00:16,"","","","","","",TRUE
2018-11-08,44,130,p1,1,15:10:03,15:40:45,44_130_173,ComProfessionale,0,15:32:15,15:32:54,00:00:39,00:00:39,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,44_130_175,"44_130_172,44_130_174",2,2,44_130_172,15:32:15,15:32:26,2,44_130_174,15:32:33,15:32:51,"","","","","","","","",00:00:29,false,"",0,"","","","","","",00:00:39,"","","","","","",TRUE
