session date,observer id,session id,location id,participant id,session start,session end,observer/session/task id,Cosa,Cosa (subcategories),start time,end time,elapsed time,total time,[Con Chi] Paziente,[Con Chi] Parente/badante,[Con Chi] Infermiere,[Con Chi] Medico/consulente,[Con Chi] OSS,[Con Chi] Specializzando,[Con Chi] Tecnico,[Con Chi] Altro,[Come] PC carrello,[Come] PC scrivania,[Come] Documenti,[Come] Telefono,[Come] Altro,Dove,ended by,multi with,num of multitask fragments,num of tasks in multi 1,multi task id 1,multi start 1,multi end 1,num of tasks in multi 2,multi task id 2,multi start 2,multi end 2,num of tasks in multi 3,multi task id 3,multi start 3,multi end 3,num of tasks in multi 4,multi task id 4,multi start 4,multi end 4,num of tasks in multi 5,multi task id 5,multi start 5,multi end 5,num of tasks in multi 6,multi task id 6,multi start 6,multi end 6,num of tasks in multi 7,multi task id 7,multi start 7,multi end 7,num of tasks in multi 8,multi task id 8,multi start 8,multi end 8,num of tasks in multi 9,multi task id 9,multi start 9,multi end 9,num of tasks in multi 10,multi task id 10,multi start 10,multi end 10,num of tasks in multi 11,multi task id 11,multi start 11,multi end 11,num of tasks in multi 12,multi task id 12,multi start 12,multi end 12,num of tasks in multi 13,multi task id 13,multi start 13,multi end 13,num of tasks in multi 14,multi task id 14,multi start 14,multi end 14,total overlapping time,is interrupting task?,interrupted by,num of interrupts,int task id 1,int start 1,int end 1,active 1,active 2,inactive 1,Participant: Age,Participant: Occupation,is session complete?
2019-01-21,24,501,c1,3,14:54:21,15:33:09,24_501_724,Terapia,Lettura prescrizione,15:06:29,15:08:12,00:01:43,00:01:43,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,user,"24_501_722,24_501_725,24_501_726",5,2,24_501_722,15:06:29,15:07:08,3,"24_501_722,24_501_725",15:07:08,15:07:19,2,24_501_722,15:07:19,15:07:23,3,"24_501_722,24_501_726",15:07:23,15:07:48,2,24_501_722,15:07:48,15:08:12,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:01:43,false,"",0,"","","",00:01:43,"","","","",TRUE
2019-01-21,24,501,c1,3,14:54:21,15:33:09,24_501_725,ComProfessionale,0,15:07:08,15:07:19,00:00:11,00:00:11,0,0,0,0,1,0,0,0,0,0,0,0,0,Corridoio,user,"24_501_722,24_501_724",1,3,"24_501_722,24_501_724",15:07:08,15:07:19,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:00:11,false,"",0,"","","",00:00:11,"","","","",TRUE
2019-01-21,24,501,c1,3,14:54:21,15:33:09,24_501_726,ComProfessionale,0,15:07:23,15:07:48,00:00:25,00:00:25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,user,"24_501_722,24_501_724",1,3,"24_501_722,24_501_724",15:07:23,15:07:48,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:00:25,false,"",0,"","","",00:00:25,"","","","",TRUE
2019-01-21,24,501,c1,3,14:54:21,15:33:09,24_501_727,Terapia,Preparazione farmaco,15:08:12,15:08:52,00:00:40,00:00:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,user,24_501_722,1,2,24_501_722,15:08:12,15:08:52,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:00:40,false,"",0,"","","",00:00:40,"","","","",TRUE
2019-01-21,24,501,c1,3,14:54:21,15:33:09,24_501_728,Terapia,Lettura prescrizione,15:08:53,15:09:06,00:00:13,00:00:13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,user,24_501_722,1,2,24_501_722,15:08:53,15:09:06,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:00:13,false,"",0,"","","",00:00:13,"","","","",TRUE
2019-01-21,24,501,c1,3,14:54:21,15:33:09,24_501_729,Spostamenti,0,15:09:08,15:09:23,00:00:15,00:00:15,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,user,24_501_722,1,2,24_501_722,15:09:08,15:09:23,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:00:15,false,"",0,"","","",00:00:15,"","","","",TRUE
2019-01-21,24,501,c1,3,14:54:21,15:33:09,24_501_730,ComProfessionale,0,15:09:23,15:10:52,00:01:29,00:01:29,1,0,1,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,user,24_501_722,1,2,24_501_722,15:09:23,15:10:52,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:01:29,false,"",0,"","","",00:01:29,"","","","",TRUE
2019-01-21,24,501,c1,3,14:54:21,15:33:09,24_501_731,Terapia,Somministrazione iniettabili,15:10:52,15:11:25,00:00:33,00:00:33,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,user,24_501_722,1,2,24_501_722,15:10:52,15:11:25,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:00:33,false,"",0,"","","",00:00:33,"","","","",TRUE
2019-01-21,24,501,c1,3,14:54:21,15:33:09,24_501_732,Handover,Note su cartella clinica,15:11:26,15:12:00,00:00:34,00:00:34,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,user,24_501_722,1,2,24_501_722,15:11:26,15:12:00,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:00:34,false,"",0,"","","",00:00:34,"","","","",TRUE
2019-01-21,24,501,c1,3,14:54:21,15:33:09,24_501_733,Spostamenti,0,15:12:11,15:12:58,00:00:47,00:00:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24_501_735,"24_501_722,24_501_734",2,2,24_501_722,15:12:11,15:12:18,2,24_501_734,15:12:26,15:12:58,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:00:39,false,"",0,"","","",00:00:47,"","","","",TRUE
2019-01-21,24,501,c1,3,14:54:21,15:33:09,24_501_734,ComProfessionale,0,15:12:26,15:12:58,00:00:32,00:00:32,0,0,1,0,0,0,0,0,0,0,0,0,0,Corridoio,24_501_735,24_501_733,1,2,24_501_733,15:12:26,15:12:58,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:00:32,false,"",0,"","","",00:00:32,"","","","",TRUE
2019-01-21,24,501,c1,3,14:54:21,15:33:09,24_501_735,ComProfessionale,0,15:12:58,15:14:11,00:01:13,00:00:10,0,0,0,1,0,0,0,0,0,0,0,0,0,Stanze Servizio,user,24_501_736,1,2,24_501_736,15:14:11,15:14:11,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,24_501_736,1,24_501_736,15:13:08,15:14:11,00:00:10,00:00:00,00:01:03,"","",TRUE
2019-01-21,24,501,c1,3,14:54:21,15:33:09,24_501_736,ComProfessionale,0,15:13:08,15:15:46,00:02:38,00:02:38,0,0,0,0,0,0,0,0,0,0,0,1,0,Corridoio,user,"24_501_735,24_501_737",2,2,24_501_735,15:14:11,15:14:11,2,24_501_737,15:14:30,15:15:46,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:01:16,true,"",0,"","","",00:02:38,"","","","",TRUE
2019-01-21,24,501,c1,3,14:54:21,15:33:09,24_501_737,Handover,Controllo Cartella Clinica,15:14:30,15:16:08,00:01:38,00:01:38,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24_501_738,24_501_736,1,2,24_501_736,15:14:30,15:15:46,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:01:16,false,"",0,"","","",00:01:38,"","","","",TRUE
2019-01-21,24,501,c1,3,14:54:21,15:33:09,24_501_738,Handover,Controllo Cartella Clinica,15:16:08,15:17:42,00:01:34,00:01:34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,user,"24_501_739,24_501_740",2,2,24_501_739,15:16:20,15:16:29,2,24_501_740,15:16:51,15:17:42,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:01:00,false,"",0,"","","",00:01:34,"","","","",TRUE
2019-01-21,24,501,c1,3,14:54:21,15:33:09,24_501_739,ComProfessionale,0,15:16:20,15:16:29,00:00:09,00:00:09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,user,24_501_738,1,2,24_501_738,15:16:20,15:16:29,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:00:09,false,"",0,"","","",00:00:09,"","","","",TRUE
2019-01-21,24,501,c1,3,14:54:21,15:33:09,24_501_740,Handover,Controllo Cartella Clinica,15:16:51,15:19:34,00:02:43,00:02:43,0,0,1,0,0,0,0,0,0,1,0,0,0,0,user,"24_501_738,24_501_741,24_501_742",3,2,24_501_738,15:16:51,15:17:42,2,24_501_741,15:17:44,15:19:27,2,24_501_742,15:19:31,15:19:34,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:02:37,false,"",0,"","","",00:02:43,"","","","",TRUE
2019-01-21,24,501,c1,3,14:54:21,15:33:09,24_501_741,CuraIndiretta,Problemi tecnici,15:17:44,15:19:27,00:01:43,00:01:43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,user,24_501_740,1,2,24_501_740,15:17:44,15:19:27,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:01:43,false,"",0,"","","",00:01:43,"","","","",TRUE
2019-01-21,24,501,c1,3,14:54:21,15:33:09,24_501_742,Handover,Controllo Cartella Clinica,15:19:31,15:20:38,00:01:07,00:01:07,0,0,0,0,0,0,0,0,0,1,0,0,0,Corridoio,user,"24_501_740,24_501_743,24_501_744",4,2,24_501_740,15:19:31,15:19:34,2,24_501_743,15:19:42,15:19:54,3,"24_501_743,24_501_744",15:19:54,15:20:23,2,24_501_743,15:20:23,15:20:38,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:00:59,false,"",0,"","","",00:01:07,"","","","",TRUE
2019-01-21,24,501,c1,3,14:54:21,15:33:09,24_501_743,CuraIndiretta,Altra documentazione,15:19:42,15:21:04,00:01:22,00:01:22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,user,"24_501_742,24_501_744,24_501_745",4,2,24_501_742,15:19:42,15:19:54,3,"24_501_742,24_501_744",15:19:54,15:20:23,2,24_501_742,15:20:23,15:20:38,2,24_501_745,15:20:52,15:21:04,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:01:08,false,"",0,"","","",00:01:22,"","","","",TRUE
2019-01-21,24,501,c1,3,14:54:21,15:33:09,24_501_744,ComProfessionale,0,15:19:54,15:20:23,00:00:29,00:00:29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,user,"24_501_742,24_501_743",1,3,"24_501_742,24_501_743",15:19:54,15:20:23,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:00:29,false,"",0,"","","",00:00:29,"","","","",TRUE
2019-01-21,24,501,c1,3,14:54:21,15:33:09,24_501_745,CuraDiretta,0,15:20:52,15:28:08,00:07:16,00:07:16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,user,"24_501_743,24_501_746,24_501_747,24_501_748,24_501_749,24_501_750",6,2,24_501_743,15:20:52,15:21:04,2,24_501_746,15:21:05,15:21:41,2,24_501_747,15:21:47,15:22:28,2,24_501_748,15:22:30,15:25:20,2,24_501_749,15:25:34,15:26:26,3,"24_501_749,24_501_750",15:26:26,15:28:08,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:06:53,false,"",0,"","","",00:07:16,"","","","",TRUE
2019-01-21,24,501,c1,3,14:54:21,15:33:09,24_501_746,ComProfessionale,0,15:21:05,15:21:41,00:00:36,00:00:36,0,1,0,0,0,0,0,0,0,0,0,0,0,Corridoio,user,24_501_745,1,2,24_501_745,15:21:05,15:21:41,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:00:36,false,"",0,"","","",00:00:36,"","","","",TRUE
2019-01-21,24,501,c1,3,14:54:21,15:33:09,24_501_747,Spostamenti,0,15:21:47,15:22:28,00:00:41,00:00:41,0,0,0,0,0,0,0,0,0,0,0,0,0,Corridoio,user,24_501_745,1,2,24_501_745,15:21:47,15:22:28,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:00:41,false,"",0,"","","",00:00:41,"","","","",TRUE
2019-01-21,24,501,c1,3,14:54:21,15:33:09,24_501_748,Terapia,Lettura prescrizione,15:22:30,15:25:20,00:02:50,00:02:50,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,user,24_501_745,1,2,24_501_745,15:22:30,15:25:20,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:02:50,false,"",0,"","","",00:02:50,"","","","",TRUE
2019-01-21,24,501,c1,3,14:54:21,15:33:09,24_501_749,Supervisione/insegnamento,0,15:25:34,15:28:46,00:03:12,00:03:12,0,0,1,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,24_501_753,"24_501_745,24_501_750,24_501_751,24_501_752",5,2,24_501_745,15:25:34,15:26:26,3,"24_501_745,24_501_750",15:26:26,15:28:08,2,24_501_750,15:28:08,15:28:10,2,24_501_751,15:28:13,15:28:28,2,24_501_752,15:28:29,15:28:44,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:03:06,false,"",0,"","","",00:03:12,"","","","",TRUE
2019-01-21,24,501,c1,3,14:54:21,15:33:09,24_501_750,ComProfessionale,0,15:26:26,15:28:10,00:01:44,00:01:44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,user,"24_501_745,24_501_749",2,3,"24_501_745,24_501_749",15:26:26,15:28:08,2,24_501_749,15:28:08,15:28:10,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:01:44,false,"",0,"","","",00:01:44,"","","","",TRUE
2019-01-21,24,501,c1,3,14:54:21,15:33:09,24_501_751,Terapia,Allestimento/Riordino/smaltimento,15:28:13,15:28:28,00:00:15,00:00:15,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,user,24_501_749,1,2,24_501_749,15:28:13,15:28:28,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:00:15,false,"",0,"","","",00:00:15,"","","","",TRUE
2019-01-21,24,501,c1,3,14:54:21,15:33:09,24_501_752,Terapia,Preparazione farmaco,15:28:29,15:28:44,00:00:15,00:00:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,user,24_501_749,1,2,24_501_749,15:28:29,15:28:44,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:00:15,false,"",0,"","","",00:00:15,"","","","",TRUE
2019-01-21,24,501,c1,3,14:54:21,15:33:09,24_501_753,Spostamenti,0,15:28:46,15:30:08,00:01:22,00:01:22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,user,24_501_754,1,2,24_501_754,15:29:58,15:30:08,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:00:10,false,"",0,"","","",00:01:22,"","","","",TRUE
2019-01-21,24,501,c1,3,14:54:21,15:33:09,24_501_754,Terapia,Lettura prescrizione,15:29:58,15:30:19,00:00:21,00:00:21,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,user,"24_501_753,24_501_755",2,2,24_501_753,15:29:58,15:30:08,2,24_501_755,15:30:10,15:30:19,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:00:19,false,"",0,"","","",00:00:21,"","","","",TRUE
2019-01-21,24,501,c1,3,14:54:21,15:33:09,24_501_755,Supervisione/insegnamento,0,15:30:10,15:33:09,00:02:59,00:02:59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,session,"24_501_754,24_501_756,24_501_757,24_501_758,24_501_759,24_501_760,24_501_761",8,2,24_501_754,15:30:10,15:30:19,2,24_501_756,15:30:19,15:30:35,2,24_501_757,15:30:36,15:31:06,2,24_501_758,15:31:06,15:31:45,2,24_501_759,15:31:46,15:32:32,3,"24_501_759,24_501_760",15:32:32,15:32:43,2,24_501_760,15:32:43,15:32:51,3,"24_501_760,24_501_761",15:32:51,15:33:09,"","","","","","","","","","","","","","","","","","","","","","","","",00:02:57,false,"",0,"","","",00:02:59,"","","","",TRUE
2019-01-21,24,501,c1,3,14:54:21,15:33:09,24_501_756,Igiene Mani,0,15:30:19,15:30:35,00:00:16,00:00:16,0,0,0,0,0,0,0,0,0,0,0,0,0,Corridoio,user,24_501_755,1,2,24_501_755,15:30:19,15:30:35,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:00:16,false,"",0,"","","",00:00:16,"","","","",TRUE
2019-01-21,24,501,c1,3,14:54:21,15:33:09,24_501_757,Terapia,Preparazione farmaco,15:30:36,15:31:06,00:00:30,00:00:30,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,user,24_501_755,1,2,24_501_755,15:30:36,15:31:06,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:00:30,false,"",0,"","","",00:00:30,"","","","",TRUE
2019-01-21,24,501,c1,3,14:54:21,15:33:09,24_501_758,Terapia,Spunta STU somministrazione,15:31:06,15:31:45,00:00:39,00:00:39,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,user,24_501_755,1,2,24_501_755,15:31:06,15:31:45,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:00:39,false,"",0,"","","",00:00:39,"","","","",TRUE
2019-01-21,24,501,c1,3,14:54:21,15:33:09,24_501_759,ComProfessionale,0,15:31:46,15:32:43,00:00:57,00:00:57,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,user,"24_501_755,24_501_760",2,2,24_501_755,15:31:46,15:32:32,3,"24_501_755,24_501_760",15:32:32,15:32:43,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:00:57,false,"",0,"","","",00:00:57,"","","","",TRUE
2019-01-21,24,501,c1,3,14:54:21,15:33:09,24_501_760,Terapia,Somministrazione iniettabili,15:32:32,15:33:09,00:00:37,00:00:37,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,session,"24_501_755,24_501_759,24_501_761",3,3,"24_501_755,24_501_759",15:32:32,15:32:43,2,24_501_755,15:32:43,15:32:51,3,"24_501_755,24_501_761",15:32:51,15:33:09,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:00:37,false,"",0,"","","",00:00:37,"","","","",TRUE
2019-01-21,24,501,c1,3,14:54:21,15:33:09,24_501_761,ComProfessionale,0,15:32:51,15:33:09,00:00:18,00:00:18,0,0,1,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,session,"24_501_755,24_501_760",1,3,"24_501_755,24_501_760",15:32:51,15:33:09,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:00:18,false,"",0,"","","",00:00:18,"","","","",TRUE
2019-01-21,24,502,c1,4,15:34:18,16:08:24,24_502_762,Terapia,Preparazione farmaco,15:34:18,15:34:45,00:00:27,00:00:27,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,24_502_763,"",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","",00:00:27,"","","","",TRUE
2019-01-21,24,502,c1,4,15:34:18,16:08:24,24_502_763,Terapia,Somministrazione iniettabili,15:34:45,15:36:45,00:02:00,00:02:00,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,user,24_502_764,1,2,24_502_764,15:35:25,15:36:45,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:01:20,false,"",0,"","","",00:02:00,"","","","",TRUE
2019-01-21,24,502,c1,4,15:34:18,16:08:24,24_502_764,ComProfessionale,0,15:35:25,15:36:54,00:01:29,00:01:29,0,0,1,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,24_502_765,24_502_763,1,2,24_502_763,15:35:25,15:36:45,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:01:20,false,"",0,"","","",00:01:29,"","","","",TRUE
2019-01-21,24,502,c1,4,15:34:18,16:08:24,24_502_765,Terapia,Allestimento/Riordino/smaltimento,15:36:54,15:37:12,00:00:18,00:00:18,0,0,0,0,0,0,0,0,0,0,0,0,0,Stanze Servizio,24_502_766,"",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","",00:00:18,"","","","",TRUE
2019-01-21,24,502,c1,4,15:34:18,16:08:24,24_502_766,ComProfessionale,0,15:37:12,15:38:21,00:01:09,00:01:09,0,0,1,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,24_502_767,"",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","",00:01:09,"","","","",TRUE
2019-01-21,24,502,c1,4,15:34:18,16:08:24,24_502_767,Terapia,Somministrazione pillole,15:38:21,15:40:04,00:01:43,00:01:43,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,24_502_769,24_502_768,1,2,24_502_768,15:38:50,15:39:55,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:01:05,false,"",0,"","","",00:01:43,"","","","",TRUE
2019-01-21,24,502,c1,4,15:34:18,16:08:24,24_502_768,ComProfessionale,0,15:38:50,15:39:55,00:01:05,00:01:05,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,user,24_502_767,1,2,24_502_767,15:38:50,15:39:55,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:01:05,false,"",0,"","","",00:01:05,"","","","",TRUE
2019-01-21,24,502,c1,4,15:34:18,16:08:24,24_502_769,Igiene Mani,0,15:40:04,15:40:29,00:00:25,00:00:25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24_502_770,"",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","",00:00:25,"","","","",TRUE
2019-01-21,24,502,c1,4,15:34:18,16:08:24,24_502_770,Terapia,Lettura prescrizione,15:40:29,15:40:43,00:00:14,00:00:14,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,24_502_771,"",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","",00:00:14,"","","","",TRUE
2019-01-21,24,502,c1,4,15:34:18,16:08:24,24_502_771,Terapia,Preparazione farmaco,15:40:43,15:43:17,00:02:34,00:02:34,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,24_502_774,"24_502_772,24_502_773",2,2,24_502_772,15:41:15,15:41:42,2,24_502_773,15:41:48,15:42:56,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:01:35,false,"",0,"","","",00:02:34,"","","","",TRUE
2019-01-21,24,502,c1,4,15:34:18,16:08:24,24_502_772,ComProfessionale,0,15:41:15,15:41:42,00:00:27,00:00:27,0,0,1,0,0,0,0,0,1,0,0,0,0,Corridoio,user,24_502_771,1,2,24_502_771,15:41:15,15:41:42,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:00:27,false,"",0,"","","",00:00:27,"","","","",TRUE
2019-01-21,24,502,c1,4,15:34:18,16:08:24,24_502_773,ComProfessionale,0,15:41:48,15:42:56,00:01:08,00:01:08,0,0,1,0,0,0,0,0,1,0,0,0,0,Corridoio,user,24_502_771,1,2,24_502_771,15:41:48,15:42:56,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:01:08,false,"",0,"","","",00:01:08,"","","","",TRUE
2019-01-21,24,502,c1,4,15:34:18,16:08:24,24_502_774,Terapia,Somministrazione iniettabili,15:43:17,15:44:12,00:00:55,00:00:55,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,24_502_775,"",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","",00:00:55,"","","","",TRUE
2019-01-21,24,502,c1,4,15:34:18,16:08:24,24_502_775,Terapia,Lettura prescrizione,15:44:12,15:44:27,00:00:15,00:00:15,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,24_502_776,"",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","",00:00:15,"","","","",TRUE
2019-01-21,24,502,c1,4,15:34:18,16:08:24,24_502_776,Terapia,Spunta STU somministrazione,15:44:27,15:46:13,00:01:46,00:01:46,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,user,24_502_777,1,2,24_502_777,15:44:55,15:46:13,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:01:18,false,"",0,"","","",00:01:46,"","","","",TRUE
2019-01-21,24,502,c1,4,15:34:18,16:08:24,24_502_777,ComProfessionale,0,15:44:55,15:49:24,00:04:29,00:04:29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24_502_779,"24_502_776,24_502_778",2,2,24_502_776,15:44:55,15:46:13,2,24_502_778,15:46:18,15:49:20,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:04:20,false,"",0,"","","",00:04:29,"","","","",TRUE
2019-01-21,24,502,c1,4,15:34:18,16:08:24,24_502_778,Terapia,Preparazione farmaco,15:46:18,15:49:20,00:03:02,00:03:02,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,user,24_502_777,1,2,24_502_777,15:46:18,15:49:20,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:03:02,false,"",0,"","","",00:03:02,"","","","",TRUE
2019-01-21,24,502,c1,4,15:34:18,16:08:24,24_502_779,Terapia,Preparazione farmaco,15:49:24,15:50:54,00:01:30,00:01:30,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,user,24_502_780,1,2,24_502_780,15:49:38,15:50:54,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",00:01:16,false,"",0,"","","",00:01:30,"","","","",TRUE
