session date,observer id,session id,location id,participant id,session start,session end,observer/session/task id,Cosa,Cosa (subcategories),start time,end time,elapsed time,total time,[Con Chi] Paziente,[Con Chi] Parente/badante,[Con Chi] Infermiere,[Con Chi] Medico/consulente,[Con Chi] OSS,[Con Chi] Specializzando,[Con Chi] Tecnico,[Con Chi] Altro,[Come] PC carrello,[Come] PC scrivania,[Come] Documenti,[Come] Telefono,[Come] Altro,Dove,ended by,multi with,num of multitask fragments,num of tasks in multi 1,multi task id 1,multi start 1,multi end 1,num of tasks in multi 2,multi task id 2,multi start 2,multi end 2,num of tasks in multi 3,multi task id 3,multi start 3,multi end 3,num of tasks in multi 4,multi task id 4,multi start 4,multi end 4,num of tasks in multi 5,multi task id 5,multi start 5,multi end 5,num of tasks in multi 6,multi task id 6,multi start 6,multi end 6,total overlapping time,is interrupting task?,interrupted by,num of interrupts,int task id 1,int start 1,int end 1,int task id 2,int start 2,int end 2,active 1,active 2,active 3,inactive 1,inactive 2,Participant: Age,Participant: Occupation,is session complete?
2018-11-27,4,210,1,1,15:18:12,15:33:55,4_210_273,Handover,Controllo Cartella Clinica,15:24:54,15:25:14,00:00:20,00:00:20,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,user,4_210_274,1,2,4_210_274,15:25:00,15:25:14,"","","","","","","","","","","","","","","","","","","","",00:00:14,false,"",0,"","","","","","",00:00:20,"","","","","","",TRUE
2018-11-27,4,210,1,1,15:18:12,15:33:55,4_210_274,CuraDiretta,0,15:25:00,15:25:37,00:00:37,00:00:37,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,user,"4_210_273,4_210_275",2,2,4_210_273,15:25:00,15:25:14,2,4_210_275,15:25:25,15:25:37,"","","","","","","","","","","","","","","","",00:00:26,false,"",0,"","","","","","",00:00:37,"","","","","","",TRUE
2018-11-27,4,210,1,1,15:18:12,15:33:55,4_210_275,ComProfessionale,0,15:25:25,15:25:45,00:00:20,00:00:20,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,4_210_276,4_210_274,1,2,4_210_274,15:25:25,15:25:37,"","","","","","","","","","","","","","","","","","","","",00:00:12,false,"",0,"","","","","","",00:00:20,"","","","","","",TRUE
2018-11-27,4,210,1,1,15:18:12,15:33:55,4_210_276,ComProfessionale,0,15:25:45,15:25:54,00:00:09,00:00:09,0,0,0,0,1,0,0,0,0,0,0,0,0,Corridoio,4_210_277,"",0,"","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:09,"","","","","","",TRUE
2018-11-27,4,210,1,1,15:18:12,15:33:55,4_210_277,Terapia,Allestimento/Riordino/smaltimento,15:25:54,15:26:02,00:00:08,00:00:08,0,0,0,0,0,0,0,0,0,0,0,0,0,Stanze Servizio,4_210_278,"",0,"","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:08,"","","","","","",TRUE
2018-11-27,4,210,1,1,15:18:12,15:33:55,4_210_278,Terapia,Preparazione farmaco,15:26:02,15:26:52,00:00:50,00:00:50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,user,4_210_279,1,2,4_210_279,15:26:23,15:26:52,"","","","","","","","","","","","","","","","","","","","",00:00:29,false,"",0,"","","","","","",00:00:50,"","","","","","",TRUE
2018-11-27,4,210,1,1,15:18:12,15:33:55,4_210_279,CuraDiretta,0,15:26:23,15:27:27,00:01:04,00:01:04,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,user,"4_210_278,4_210_280",2,2,4_210_278,15:26:23,15:26:52,2,4_210_280,15:26:54,15:27:27,"","","","","","","","","","","","","","","","",00:01:02,false,"",0,"","","","","","",00:01:04,"","","","","","",TRUE
2018-11-27,4,210,1,1,15:18:12,15:33:55,4_210_280,ComProfessionale,0,15:26:54,15:27:31,00:00:37,00:00:37,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,4_210_281,4_210_279,1,2,4_210_279,15:26:54,15:27:27,"","","","","","","","","","","","","","","","","","","","",00:00:33,false,"",0,"","","","","","",00:00:37,"","","","","","",TRUE
2018-11-27,4,210,1,1,15:18:12,15:33:55,4_210_281,Terapia,Allestimento/Riordino/smaltimento,15:27:31,15:27:38,00:00:07,00:00:07,0,0,0,0,0,0,0,0,0,0,0,0,0,Stanze Servizio,4_210_282,"",0,"","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:07,"","","","","","",TRUE
2018-11-27,4,210,1,1,15:18:12,15:33:55,4_210_282,Igiene Mani,0,15:27:38,15:28:12,00:00:34,00:00:34,0,0,0,0,0,0,0,0,0,0,0,0,0,Corridoio,user,4_210_283,1,2,4_210_283,15:27:46,15:28:12,"","","","","","","","","","","","","","","","","","","","",00:00:26,false,"",0,"","","","","","",00:00:34,"","","","","","",TRUE
2018-11-27,4,210,1,1,15:18:12,15:33:55,4_210_283,Handover,Note su cartella clinica,15:27:46,15:30:14,00:02:28,00:02:28,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,user,"4_210_282,4_210_284,4_210_285",3,2,4_210_282,15:27:46,15:28:12,2,4_210_284,15:28:16,15:28:45,2,4_210_285,15:29:49,15:30:14,"","","","","","","","","","","","",00:01:20,false,"",0,"","","","","","",00:02:28,"","","","","","",TRUE
2018-11-27,4,210,1,1,15:18:12,15:33:55,4_210_284,Handover,Note su cartella clinica,15:28:16,15:28:45,00:00:29,00:00:29,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,user,4_210_283,1,2,4_210_283,15:28:16,15:28:45,"","","","","","","","","","","","","","","","","","","","",00:00:29,false,"",0,"","","","","","",00:00:29,"","","","","","",TRUE
2018-11-27,4,210,1,1,15:18:12,15:33:55,4_210_285,ComSociale,0,15:29:49,15:30:23,00:00:34,00:00:34,1,0,0,0,0,0,0,0,1,0,0,0,0,Stanze Servizio,4_210_286,4_210_283,1,2,4_210_283,15:29:49,15:30:14,"","","","","","","","","","","","","","","","","","","","",00:00:25,false,"",0,"","","","","","",00:00:34,"","","","","","",TRUE
2018-11-27,4,210,1,1,15:18:12,15:33:55,4_210_286,Spostamenti,0,15:30:23,15:30:33,00:00:10,00:00:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4_210_287,"",0,"","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:10,"","","","","","",TRUE
2018-11-27,4,210,1,1,15:18:12,15:33:55,4_210_287,ComProfessionale,0,15:30:33,15:30:53,00:00:20,00:00:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4_210_288,"",0,"","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:20,"","","","","","",TRUE
2018-11-27,4,210,1,1,15:18:12,15:33:55,4_210_288,Spostamenti,0,15:30:53,15:31:19,00:00:26,00:00:26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,user,4_210_289,1,2,4_210_289,15:30:54,15:31:19,"","","","","","","","","","","","","","","","","","","","",00:00:25,false,"",0,"","","","","","",00:00:26,"","","","","","",TRUE
2018-11-27,4,210,1,1,15:18:12,15:33:55,4_210_289,Handover,Note su cartella clinica,15:30:54,15:31:43,00:00:49,00:00:49,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,user,"4_210_288,4_210_290",2,2,4_210_288,15:30:54,15:31:19,2,4_210_290,15:31:30,15:31:43,"","","","","","","","","","","","","","","","",00:00:38,false,"",0,"","","","","","",00:00:49,"","","","","","",TRUE
2018-11-27,4,210,1,1,15:18:12,15:33:55,4_210_290,Handover,Controllo Cartella Clinica,15:31:30,15:31:44,00:00:14,00:00:14,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,4_210_291,4_210_289,1,2,4_210_289,15:31:30,15:31:43,"","","","","","","","","","","","","","","","","","","","",00:00:13,false,"",0,"","","","","","",00:00:14,"","","","","","",TRUE
2018-11-27,4,210,1,1,15:18:12,15:33:55,4_210_291,Terapia,Lettura prescrizione,15:31:44,15:32:21,00:00:37,00:00:37,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,4_210_293,4_210_292,1,2,4_210_292,15:31:50,15:32:09,"","","","","","","","","","","","","","","","","","","","",00:00:19,false,"",0,"","","","","","",00:00:37,"","","","","","",TRUE
2018-11-27,4,210,1,1,15:18:12,15:33:55,4_210_292,Terapia,Spunta STU somministrazione,15:31:50,15:32:09,00:00:19,00:00:19,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,user,4_210_291,1,2,4_210_291,15:31:50,15:32:09,"","","","","","","","","","","","","","","","","","","","",00:00:19,false,"",0,"","","","","","",00:00:19,"","","","","","",TRUE
2018-11-27,4,210,1,1,15:18:12,15:33:55,4_210_293,Terapia,Spunta STU somministrazione,15:32:21,15:32:36,00:00:15,00:00:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4_210_294,"",0,"","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:15,"","","","","","",TRUE
2018-11-27,4,210,1,1,15:18:12,15:33:55,4_210_294,Terapia,Preparazione farmaco,15:32:36,15:33:43,00:01:07,00:01:07,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,4_210_295,"",0,"","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:01:07,"","","","","","",TRUE
2018-11-27,4,210,1,1,15:18:12,15:33:55,4_210_295,Terapia,Preparazione farmaco,15:33:43,15:33:55,00:00:12,00:00:12,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,user,"",0,"","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:12,"","","","","","",TRUE
2018-11-27,4,211,1,1,15:34:30,15:54:21,4_211_296,Terapia,Preparazione farmaco,15:34:30,15:34:42,00:00:12,00:00:12,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,4_211_297,"",0,"","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:12,"","","","","","",TRUE
2018-11-27,4,211,1,1,15:34:30,15:54:21,4_211_297,Terapia,Allestimento/Riordino/smaltimento,15:34:42,15:36:35,00:01:53,00:01:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4_211_301,"4_211_298,4_211_300",3,2,4_211_298,15:34:52,15:35:16,2,4_211_298,15:35:59,15:36:08,2,4_211_300,15:36:13,15:36:33,"","","","","","","","","","","","",00:00:53,false,4_211_299,1,4_211_299,15:35:16,15:35:59,"","","",00:00:34,00:00:36,"",00:00:43,"","","",TRUE
2018-11-27,4,211,1,1,15:34:30,15:54:21,4_211_298,ComProfessionale,0,15:34:52,15:36:08,00:01:16,00:00:26,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,user,4_211_297,2,2,4_211_297,15:34:52,15:35:16,2,4_211_297,15:36:06,15:36:08,"","","","","","","","","","","","","","","","",00:00:26,false,4_211_299,1,4_211_299,15:35:16,15:36:06,"","","",00:00:24,00:00:02,"",00:00:50,"","","",TRUE
2018-11-27,4,211,1,1,15:34:30,15:54:21,4_211_299,CuraDiretta,0,15:35:16,15:35:59,00:00:43,00:00:43,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,user,"",0,"","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,true,"",0,"","","","","","",00:00:43,"","","","","","",TRUE
2018-11-27,4,211,1,1,15:34:30,15:54:21,4_211_300,ComProfessionale,0,15:36:13,15:36:33,00:00:20,00:00:20,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,user,4_211_297,1,2,4_211_297,15:36:13,15:36:33,"","","","","","","","","","","","","","","","","","","","",00:00:20,false,"",0,"","","","","","",00:00:20,"","","","","","",TRUE
2018-11-27,4,211,1,1,15:34:30,15:54:21,4_211_301,ComProfessionale,0,15:36:35,15:36:53,00:00:18,00:00:18,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,4_211_302,"",0,"","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:18,"","","","","","",TRUE
2018-11-27,4,211,1,1,15:34:30,15:54:21,4_211_302,Spostamenti,0,15:36:53,15:37:08,00:00:15,00:00:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4_211_303,"",0,"","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:15,"","","","","","",TRUE
2018-11-27,4,211,1,1,15:34:30,15:54:21,4_211_303,Terapia,Allestimento/Riordino/smaltimento,15:37:08,15:38:15,00:01:07,00:01:07,0,0,0,0,0,0,0,0,0,0,0,0,0,Corridoio,4_211_304,"",0,"","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:01:07,"","","","","","",TRUE
2018-11-27,4,211,1,1,15:34:30,15:54:21,4_211_304,Spostamenti,0,15:38:15,15:39:01,00:00:46,00:00:46,0,0,0,0,0,0,0,0,0,0,0,0,0,Corridoio,user,4_211_305,1,2,4_211_305,15:38:20,15:39:01,"","","","","","","","","","","","","","","","","","","","",00:00:41,false,"",0,"","","","","","",00:00:46,"","","","","","",TRUE
2018-11-27,4,211,1,1,15:34:30,15:54:21,4_211_305,Terapia,Somministrazione pillole,15:38:20,15:40:17,00:01:57,00:01:57,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,4_211_307,"4_211_304,4_211_306",2,2,4_211_304,15:38:20,15:39:01,2,4_211_306,15:39:06,15:40:17,"","","","","","","","","","","","","","","","",00:01:52,false,"",0,"","","","","","",00:01:57,"","","","","","",TRUE
2018-11-27,4,211,1,1,15:34:30,15:54:21,4_211_306,ComProfessionale,0,15:39:06,15:40:17,00:01:11,00:01:11,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,4_211_307,4_211_305,1,2,4_211_305,15:39:06,15:40:17,"","","","","","","","","","","","","","","","","","","","",00:01:11,false,"",0,"","","","","","",00:01:11,"","","","","","",TRUE
2018-11-27,4,211,1,1,15:34:30,15:54:21,4_211_307,Igiene Mani,0,15:40:17,15:40:41,00:00:24,00:00:24,0,0,0,0,0,0,0,0,0,0,0,0,0,Corridoio,user,4_211_308,1,2,4_211_308,15:40:22,15:40:41,"","","","","","","","","","","","","","","","","","","","",00:00:19,false,"",0,"","","","","","",00:00:24,"","","","","","",TRUE
2018-11-27,4,211,1,1,15:34:30,15:54:21,4_211_308,Handover,Controllo Cartella Clinica,15:40:22,15:42:23,00:02:01,00:02:01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,user,"4_211_307,4_211_309,4_211_310,4_211_311",4,2,4_211_307,15:40:22,15:40:41,2,4_211_309,15:40:43,15:41:08,2,4_211_310,15:41:17,15:41:48,2,4_211_311,15:41:52,15:42:23,"","","","","","","","",00:01:46,false,"",0,"","","","","","",00:02:01,"","","","","","",TRUE
2018-11-27,4,211,1,1,15:34:30,15:54:21,4_211_309,Handover,Note su cartella clinica,15:40:43,15:41:08,00:00:25,00:00:25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,user,4_211_308,1,2,4_211_308,15:40:43,15:41:08,"","","","","","","","","","","","","","","","","","","","",00:00:25,false,"",0,"","","","","","",00:00:25,"","","","","","",TRUE
2018-11-27,4,211,1,1,15:34:30,15:54:21,4_211_310,Terapia,Spunta STU somministrazione,15:41:17,15:41:48,00:00:31,00:00:31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,user,4_211_308,1,2,4_211_308,15:41:17,15:41:48,"","","","","","","","","","","","","","","","","","","","",00:00:31,false,"",0,"","","","","","",00:00:31,"","","","","","",TRUE
2018-11-27,4,211,1,1,15:34:30,15:54:21,4_211_311,Handover,Note su cartella clinica,15:41:52,15:42:29,00:00:37,00:00:37,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,4_211_312,4_211_308,1,2,4_211_308,15:41:52,15:42:23,"","","","","","","","","","","","","","","","","","","","",00:00:31,false,"",0,"","","","","","",00:00:37,"","","","","","",TRUE
2018-11-27,4,211,1,1,15:34:30,15:54:21,4_211_312,Spostamenti,0,15:42:29,15:42:50,00:00:21,00:00:21,0,0,0,0,0,0,0,0,0,0,0,0,0,Corridoio,4_211_313,"",0,"","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:21,"","","","","","",TRUE
2018-11-27,4,211,1,1,15:34:30,15:54:21,4_211_313,Handover,Controllo Cartella Clinica,15:42:50,15:43:08,00:00:18,00:00:18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,user,4_211_314,1,2,4_211_314,15:42:56,15:43:08,"","","","","","","","","","","","","","","","","","","","",00:00:12,false,"",0,"","","","","","",00:00:18,"","","","","","",TRUE
2018-11-27,4,211,1,1,15:34:30,15:54:21,4_211_314,ComProfessionale,0,15:42:56,15:43:10,00:00:14,00:00:14,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,4_211_315,4_211_313,1,2,4_211_313,15:42:56,15:43:08,"","","","","","","","","","","","","","","","","","","","",00:00:12,false,"",0,"","","","","","",00:00:14,"","","","","","",TRUE
2018-11-27,4,211,1,1,15:34:30,15:54:21,4_211_315,Terapia,Lettura prescrizione,15:43:10,15:49:49,00:06:39,00:00:31,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,4_211_322,"4_211_316,4_211_321",2,2,4_211_316,15:43:52,15:43:53,2,4_211_321,15:49:31,15:49:49,"","","","","","","","","","","","","","","","",00:00:19,false,"4_211_316,4_211_317",2,4_211_316,15:43:22,15:43:52,4_211_317,15:43:53,15:49:31,00:00:12,00:00:01,00:00:18,00:00:30,00:05:38,"","",TRUE
2018-11-27,4,211,1,1,15:34:30,15:54:21,4_211_316,ComProfessionale,0,15:43:22,15:45:30,00:02:08,00:00:40,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,4_211_318,"4_211_315,4_211_317",2,2,4_211_315,15:43:52,15:43:53,2,4_211_317,15:45:21,15:45:30,"","","","","","","","","","","","","","","","",00:00:10,true,4_211_317,1,4_211_317,15:43:53,15:45:21,"","","",00:00:31,00:00:09,"",00:01:28,"","","",TRUE
2018-11-27,4,211,1,1,15:34:30,15:54:21,4_211_317,ComProfessionale,0,15:43:53,15:45:30,00:01:37,00:01:37,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,4_211_318,4_211_316,1,2,4_211_316,15:45:21,15:45:30,"","","","","","","","","","","","","","","","","","","","",00:00:09,true,"",0,"","","","","","",00:01:37,"","","","","","",TRUE
2018-11-27,4,211,1,1,15:34:30,15:54:21,4_211_318,Terapia,Allestimento/Riordino/smaltimento,15:45:30,15:45:43,00:00:13,00:00:13,0,0,0,0,0,0,0,0,0,0,0,0,0,Stanze Servizio,4_211_319,"",0,"","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:13,"","","","","","",TRUE
2018-11-27,4,211,1,1,15:34:30,15:54:21,4_211_319,ComProfessionale,0,15:45:43,15:49:26,00:03:43,00:03:43,0,0,0,1,0,0,0,0,0,0,0,0,0,Stanze Servizio,4_211_320,"",0,"","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:03:43,"","","","","","",TRUE
2018-11-27,4,211,1,1,15:34:30,15:54:21,4_211_320,Spostamenti,0,15:49:26,15:49:29,00:00:03,00:00:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4_211_321,"",0,"","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:03,"","","","","","",TRUE
2018-11-27,4,211,1,1,15:34:30,15:54:21,4_211_321,ComProfessionale,0,15:49:29,15:49:49,00:00:20,00:00:20,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,4_211_322,4_211_315,1,2,4_211_315,15:49:29,15:49:49,"","","","","","","","","","","","","","","","","","","","",00:00:20,false,"",0,"","","","","","",00:00:20,"","","","","","",TRUE
2018-11-27,4,211,1,1,15:34:30,15:54:21,4_211_322,ComProfessionale,0,15:49:49,15:50:00,00:00:11,00:00:11,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,4_211_323,"",0,"","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:11,"","","","","","",TRUE
2018-11-27,4,211,1,1,15:34:30,15:54:21,4_211_323,Terapia,Allestimento/Riordino/smaltimento,15:50:00,15:50:07,00:00:07,00:00:07,0,0,0,0,0,0,0,0,0,0,0,0,0,Stanze Servizio,4_211_324,"",0,"","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:07,"","","","","","",TRUE
2018-11-27,4,211,1,1,15:34:30,15:54:21,4_211_324,Igiene Mani,0,15:50:07,15:50:14,00:00:07,00:00:07,0,0,0,0,0,0,0,0,0,0,0,0,0,Corridoio,4_211_325,"",0,"","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:07,"","","","","","",TRUE
2018-11-27,4,211,1,1,15:34:30,15:54:21,4_211_325,Spostamenti,0,15:50:14,15:50:23,00:00:09,00:00:09,0,0,0,0,0,0,0,0,0,0,0,0,0,Corridoio,4_211_326,"",0,"","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:09,"","","","","","",TRUE
2018-11-27,4,211,1,1,15:34:30,15:54:21,4_211_326,CuraIndiretta,Gestione device,15:50:23,15:51:15,00:00:52,00:00:52,0,0,0,0,0,0,0,0,0,0,0,0,0,Stanze Servizio,4_211_327,"",0,"","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:52,"","","","","","",TRUE
2018-11-27,4,211,1,1,15:34:30,15:54:21,4_211_327,CuraIndiretta,Gestione device,15:51:15,15:52:35,00:01:20,00:01:20,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,4_211_328,"",0,"","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:01:20,"","","","","","",TRUE
2018-11-27,4,211,1,1,15:34:30,15:54:21,4_211_328,CuraDiretta,0,15:52:35,15:53:02,00:00:27,00:00:27,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,4_211_330,4_211_329,1,2,4_211_329,15:52:44,15:53:02,"","","","","","","","","","","","","","","","","","","","",00:00:18,false,"",0,"","","","","","",00:00:27,"","","","","","",TRUE
2018-11-27,4,211,1,1,15:34:30,15:54:21,4_211_329,ComProfessionale,0,15:52:44,15:53:02,00:00:18,00:00:18,0,1,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,4_211_330,4_211_328,1,2,4_211_328,15:52:44,15:53:02,"","","","","","","","","","","","","","","","","","","","",00:00:18,false,"",0,"","","","","","",00:00:18,"","","","","","",TRUE
2018-11-27,4,211,1,1,15:34:30,15:54:21,4_211_330,Handover,Controllo Cartella Clinica,15:53:02,15:53:24,00:00:22,00:00:22,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,4_211_331,"",0,"","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:22,"","","","","","",TRUE
2018-11-27,4,211,1,1,15:34:30,15:54:21,4_211_331,Handover,Note su cartella clinica,15:53:24,15:53:29,00:00:05,00:00:05,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,4_211_332,"",0,"","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:05,"","","","","","",TRUE
2018-11-27,4,211,1,1,15:34:30,15:54:21,4_211_332,ComProfessionale,0,15:53:29,15:53:55,00:00:26,00:00:26,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,4_211_333,"",0,"","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:26,"","","","","","",TRUE
2018-11-27,4,211,1,1,15:34:30,15:54:21,4_211_333,Handover,Note su cartella clinica,15:53:55,15:54:06,00:00:11,00:00:11,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,4_211_334,"",0,"","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:11,"","","","","","",TRUE
2018-11-27,4,211,1,1,15:34:30,15:54:21,4_211_334,Terapia,Spunta STU somministrazione,15:54:06,15:54:21,00:00:15,00:00:15,0,0,0,0,0,0,0,0,1,0,0,0,0,Corridoio,user,"",0,"","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:15,"","","","","","",TRUE
2018-11-27,6,215,1,1,14:39:48,14:50:06,6_215_86,ComSociale,0,14:39:48,14:41:30,00:01:42,00:01:42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6_215_87,"",0,"","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:01:42,"","","","","","",TRUE
2018-11-27,6,215,1,1,14:39:48,14:50:06,6_215_87,CuraDiretta,0,14:41:30,14:41:39,00:00:09,00:00:09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6_215_88,"",0,"","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:09,"","","","","","",TRUE
2018-11-27,6,215,1,1,14:39:48,14:50:06,6_215_88,ComSociale,0,14:41:39,14:41:49,00:00:10,00:00:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6_215_89,"",0,"","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:10,"","","","","","",TRUE
2018-11-27,6,215,1,1,14:39:48,14:50:06,6_215_89,Terapia,Lettura prescrizione,14:41:49,14:42:00,00:00:11,00:00:11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6_215_90,"",0,"","","","","","","","","","","","","","","","","","","","","","","","",00:00:00,false,"",0,"","","","","","",00:00:11,"","","","","","",TRUE
2018-11-27,6,215,1,1,14:39:48,14:50:06,6_215_90,Terapia,Preparazione farmaco,14:42:00,14:43:22,00:01:22,00:01:22,0,0,0,0,0,0,0,0,0,0,0,0,0,Corridoio,user,"6_215_91,6_215_92,6_215_93",3,2,6_215_91,14:42:15,14:42:33,2,6_215_92,14:42:37,14:43:03,3,"6_215_92,6_215_93",14:43:03,14:43:22,"","","","","","","","","","","","",00:01:03,false,"",0,"","","","","","",00:01:22,"","","","","","",TRUE
2018-11-27,6,215,1,1,14:39:48,14:50:06,6_215_91,ComProfessionale,0,14:42:15,14:42:33,00:00:18,00:00:18,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,user,6_215_90,1,2,6_215_90,14:42:15,14:42:33,"","","","","","","","","","","","","","","","","","","","",00:00:18,false,"",0,"","","","","","",00:00:18,"","","","","","",TRUE
2018-11-27,6,215,1,1,14:39:48,14:50:06,6_215_92,ComSociale,0,14:42:37,14:43:51,00:01:14,00:01:14,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,6_215_94,"6_215_90,6_215_93",3,2,6_215_90,14:42:37,14:43:03,3,"6_215_90,6_215_93",14:43:03,14:43:22,2,6_215_93,14:43:22,14:43:51,"","","","","","","","","","","","",00:01:14,false,"",0,"","","","","","",00:01:14,"","","","","","",TRUE
2018-11-27,6,215,1,1,14:39:48,14:50:06,6_215_93,ComProfessionale,0,14:43:03,14:43:51,00:00:48,00:00:48,1,0,0,0,0,0,0,0,0,0,0,0,0,Stanza Paziente,6_215_94,"6_215_90,6_215_92",2,3,"6_215_90,6_215_92",14:43:03,14:43:22,2,6_215_92,14:43:22,14:43:51,"","","","","","","","","","","","","","","","",00:00:48,false,"",0,"","","","","","",00:00:48,"","","","","","",TRUE
